follower_id,following_id
1.02E+18,8.10E+17
894535490,1.27E+18
105503407,2230000000
1.14E+18,1.15E+18
8.10E+17,8.07E+17
1.27E+18,600000000
2226625076,2150000000
1.15E+18,1.24E+18
8.07E+17,78400000
600265387,46500000
2154705692,7.49E+17
1.24E+18,2210000000
78410075,1590000000
46537966,7.06E+17
7.49E+17,1.30E+18
2214263233,446000000
1594075051,9.72E+17
7.06E+17,1.32E+18
1.30E+18,1.17E+18
445994585,1.29E+18
9.72E+17,2620000000
1.32E+18,1.25E+18
1.17E+18,1.10E+18
1.29E+18,126000000
2617375850,879000000
1.25E+18,269000000
1.10E+18,1.23E+18
125997369,1.25E+18
878649780,9.53E+17
268670411,3430000000
1.23E+18,3020000000
1.25E+18,42300000
9.53E+17,1.33E+18
3429510183,3240000000
3022513187,1.33E+18
42322497,1340000000
1.33E+18,96000000
3238432054,4840000000
1.33E+18,8.27E+17
1335781465,3040000000
95968302,1.10E+18
4839588365,7.08E+17
8.27E+17,353000000
3036525989,1.28E+18
1.10E+18,1910000000
7.08E+17,1.28E+18
353074890,1.31E+18
1.28E+18,7.52E+17
1905109700,7.57E+17
1.28E+18,1.29E+18
1.31E+18,2940000000
7.52E+17,7.95E+17
7.57E+17,1610000000
1.29E+18,1.32E+18
2936093083,1.31E+18
7.95E+17,9.15E+17
1610741209,1.27E+18
1.32E+18,8.27E+17
1.31E+18,1.31E+18
9.15E+17,912000000
1.27E+18,8.22E+17
8.27E+17,715000000
1.31E+18,3100000000
912494516,1.24E+18
8.22E+17,76400000
714777104,2350000000
3100561185,1.21E+18
1.24E+18,9.54E+17
76355191,9.94E+17
2348878033,1.18E+18
1.21E+18,1.26E+18
9.54E+17,1.10E+18
9.94E+17,16600000
1.18E+18,9.53E+17
1.26E+18,3100000000
1.10E+18,1.14E+18
16587350,2210000000
9.53E+17,9.52E+17
3099306533,4190000000
1.14E+18,190000000
2213904090,270000000
9.52E+17,3310000000
4193196257,7.76E+17
190338613,187000000
270466114,2890000000
3314414004,175000000
7.76E+17,7.61E+17
186914141,1.33E+18
2891214350,392000000
174934636,1.10E+18
7.61E+17,1.17E+18
1.33E+18,445000000
392448730,1.30E+18
1.10E+18,108000000
1.17E+18,1.06E+18
444857355,1.33E+18
1.30E+18,1.22E+18
107817903,294000000
1.06E+18,7.98E+17
1.33E+18,1.32E+18
1.22E+18,369000000
293892095,2570000000
7.98E+17,9.42E+17
1.32E+18,1.02E+18
369487343,8.99E+17
2565947280,721000000
9.42E+17,508000000
1.02E+18,1.31E+18
8.99E+17,7.52E+17
720879529,1.04E+18
508029458,34900000
1.31E+18,9.58E+17
7.52E+17,2720000000
1.04E+18,9.84E+17
34947691,1.23E+18
9.58E+17,3180000000
2717211910,1.33E+18
9.84E+17,313000000
1.23E+18,2170000000
3180931062,3270000000
1.33E+18,1.11E+18
312742230,1.03E+18
2173963963,576000000
3268769600,8.14E+17
1.11E+18,9.88E+17
1.03E+18,3050000000
576499876,1.15E+18
8.14E+17,9.69E+17
9.88E+17,7.68E+17
3048858266,1.27E+18
1.15E+18,7.66E+17
9.69E+17,3340000000
7.68E+17,1900000000
1.27E+18,1.32E+18
7.66E+17,301000000
3336607498,2940000000
1898246178,1.02E+18
1.32E+18,1.19E+18
300907639,400000000
2942451837,1.04E+18
1.02E+18,7.85E+17
1.19E+18,38000000
399570276,8.86E+17
1.04E+18,302000000
7.85E+17,89900000
37979634,8.54E+17
8.86E+17,1.07E+18
302041612,3230000000
89907746,1.24E+18
8.54E+17,3890000000
1.07E+18,2880000000
3232863006,817000000
1.24E+18,3380000000
3885575968,2270000000
2878229774,2340000000
816911372,2980000000
3375928887,2740000000
2270917900,1.04E+18
2342190877,1.33E+18
2980930011,1.32E+18
2735298028,3960000000
1.04E+18,399000000
1.33E+18,21400000
1.32E+18,592000000
3956429362,389000000
398604790,1.13E+18
21389283,9.38E+17
591679019,2920000000
389000180,135000000
1.13E+18,123000000
9.38E+17,1.26E+18
2922653105,3780000000
134709087,1.20E+18
123140371,124000000
1.26E+18,1.18E+18
3778254080,130000000
1.20E+18,1.17E+18
124336950,9.89E+17
1.18E+18,1.27E+18
129652477,207000000
1.17E+18,3230000000
9.89E+17,1.01E+18
1.27E+18,1.12E+18
206764277,2500000000
3231655058,1.05E+18
1.01E+18,2620000000
1.12E+18,457000000
2495484156,1.27E+18
1.05E+18,2170000000
2617114045,1.21E+18
456907408,8.23E+17
1.27E+18,1660000000
2172023006,337000000
1.21E+18,550000000
8.23E+17,1.24E+18
1664435582,2500000000
337141977,1.33E+18
549589501,1.20E+18
1.24E+18,9.92E+17
2495224441,46400000
1.33E+18,1.15E+18
1.20E+18,8.17E+17
9.92E+17,119000000
46387407,353000000
1.15E+18,255000000
8.17E+17,222000000
118676618,222000000
353071878,321000000
255232309,1.12E+18
222225350,397000000
221626338,2730000000
321024461,1.29E+18
1.12E+18,1.12E+18
396837245,1.02E+18
2729938969,7.44E+17
1.29E+18,150000000
1.12E+18,35500000
1.02E+18,1.26E+18
7.44E+17,186000000
149925820,9.95E+17
35480857,921000000
1.26E+18,9.07E+17
185995946,3000000000
9.95E+17,187000000
920545122,155000000
9.07E+17,1.23E+18
3000985198,1.10E+18
187458178,9.78E+17
155081043,357000000
1.23E+18,2390000000
1.10E+18,367000000
9.78E+17,392000000
356684409,3240000000
2388345264,1.19E+18
367148460,1.10E+18
391980489,730000000
3240704008,906000000
1.19E+18,584000000
1.10E+18,9.64E+17
729866232,3640000000
906307286,3180000000
584133867,1.29E+18
9.64E+17,1.31E+18
3643243882,2320000000
3182868101,1.29E+18
1.29E+18,7.18E+17
1.31E+18,3150000000
2323116398,1.19E+18
1.29E+18,8.35E+17
7.18E+17,592000000
3146436817,9.11E+17
1.19E+18,1.04E+18
8.35E+17,1.10E+18
592063796,2720000000
9.11E+17,1680000000
1.04E+18,61700000
1.10E+18,2390000000
2719113615,1.19E+18
1679910595,20100000
61733948,1340000000
2385709534,1.19E+18
1.19E+18,1.22E+18
20125438,1.22E+18
1335152436,7.18E+17
1.19E+18,261000000
1.22E+18,537000000
1.22E+18,1.29E+18
7.18E+17,1.31E+18
260716166,23400000
537258717,1170000000
1.29E+18,495000000
1.31E+18,1.30E+18
23363470,8.50E+17
1165655202,8.48E+17
494986583,1.14E+18
1.30E+18,2840000000
8.50E+17,1.32E+18
8.48E+17,1.12E+18
1.14E+18,2430000000
2835157737,7.78E+17
1.32E+18,56900000
1.12E+18,1.29E+18
2429482727,47900000
7.78E+17,8.03E+17
56874600,183000000
1.29E+18,9.40E+17
47920846,372000000
8.03E+17,1.29E+18
182707532,1.31E+18
9.40E+17,13100000
372220402,34900000
1.29E+18,1.21E+18
1.31E+18,1.07E+18
13075282,1.22E+18
34948888,1.15E+18
1.21E+18,1.30E+18
1.07E+18,1150000000
1.22E+18,1.28E+18
1.15E+18,4830000000
1.30E+18,2220000000
1151504646,94300000
1.28E+18,2430000000
4830331266,3230000000
2218959174,273000000
94307636,7.71E+17
2428826472,8.56E+17
3230860169,267000000
273049961,1.33E+18
7.71E+17,383000000
8.56E+17,1.33E+18
266739563,7.65E+17
1.33E+18,1.09E+18
382739566,180000000
1.33E+18,7.48E+17
7.65E+17,2250000000
1.09E+18,198000000
180498723,3770000000
7.48E+17,93000000
2253382320,8.94E+17
197747310,1.04E+18
3771643817,1.33E+18
92955741,1.30E+18
8.94E+17,317000000
1.04E+18,1.26E+18
1.33E+18,1.27E+18
1.30E+18,1.27E+18
316981020,7.87E+17
1.26E+18,1.21E+18
1.27E+18,164000000
1.27E+18,9.94E+17
7.87E+17,9.23E+17
1.21E+18,1.25E+18
163928198,1850000000
9.94E+17,1.08E+18
9.23E+17,1.07E+18
1.25E+18,9.42E+17
1850233554,218000000
1.08E+18,2580000000
1.07E+18,7.91E+17
9.42E+17,1.06E+18
217778728,1.30E+18
2575162909,750000000
7.91E+17,1.13E+18
1.06E+18,1.33E+18
1.30E+18,7.18E+17
750167402,1.22E+18
1.13E+18,513000000
1.33E+18,1.19E+18
7.18E+17,1.33E+18
1.22E+18,1.31E+18
512795887,759000000
1.19E+18,1.01E+18
1.33E+18,2770000000
1.31E+18,1.26E+18
759235040,3000000000
1.01E+18,3160000000
2772719962,8.28E+17
1.26E+18,148000000
3004637409,336000000
3158974341,434000000
8.28E+17,62800000
148356086,9.44E+17
336373382,1.14E+18
434276158,561000000
62798089,7.82E+17
9.44E+17,1.29E+18
1.14E+18,1.33E+18
561064227,1600000000
7.82E+17,1.32E+18
1.29E+18,2410000000
1.33E+18,43600000
1604301788,1.13E+18
1.32E+18,1390000000
2412978855,368000000
43571041,1.32E+18
1.13E+18,1.28E+18
1392878804,2590000000
367941118,1720000000
1.32E+18,303000000
1.28E+18,7.15E+17
2593752634,1.33E+18
1719528584,91300000
302530437,1.28E+18
7.15E+17,2160000000
1.33E+18,2250000000
91308604,9.86E+17
1.28E+18,1.12E+18
2155227048,8.72E+17
2248577551,3650000000
9.86E+17,1.15E+18
1.12E+18,1.28E+18
8.72E+17,1690000000
3650751201,3310000000
1.15E+18,1.15E+18
1.28E+18,9.88E+17
1687493346,1.09E+18
3305015360,1.26E+18
1.15E+18,3070000000
9.88E+17,1.16E+18
1.09E+18,43500000
1.26E+18,7.77E+17
3073763955,3700000000
1.16E+18,1.33E+18
43478468,1.18E+18
7.77E+17,1.13E+18
3700082123,7.16E+17
1.33E+18,129000000
1.18E+18,4190000000
1.13E+18,1.05E+18
7.16E+17,7.72E+17
128823884,1.30E+18
4188479488,554000000
1.05E+18,9.31E+17
7.72E+17,7.00E+17
1.30E+18,1.29E+18
553822787,2810000000
9.31E+17,1.05E+18
7.00E+17,1.24E+18
1.29E+18,376000000
2805914559,45500000
1.05E+18,59100000
1.24E+18,125000000
376294779,976000000
45521162,205000000
59083400,29400000
124615309,17600000
976325558,446000000
204947005,1290000000
29440560,8.28E+17
17601326,3320000000
445932480,9.91E+17
1286791249,293000000
8.28E+17,129000000
3319435535,1.12E+18
9.91E+17,1.13E+18
293483638,4850000000
128916643,555000000
1.12E+18,14300000
1.13E+18,1470000000
4846663961,1.28E+18
555451987,580000000
14279399,3250000000
1474919748,3580000000
1.28E+18,9.91E+17
580353731,3630000000
3252228648,8.17E+17
3579012436,1.19E+18
9.91E+17,1.20E+18
3633207556,9.49E+17
8.17E+17,584000000
1.19E+18,1.12E+18
1.20E+18,1940000000
9.49E+17,1.30E+18
584125963,1.11E+18
1.12E+18,8.94E+17
1942047332,165000000
1.30E+18,275000000
1.11E+18,7.25E+17
8.94E+17,103000000
165207263,9.92E+17
274987996,700000
7.25E+17,3270000000
103287164,150000000
9.92E+17,2270000000
699723,958000000
3269510738,382000000
149807641,3320000000
2274316903,50600000
957866418,93700000
381521881,9.81E+17
3318501718,1.24E+18
50582197,1.23E+18
93694409,3240000000
9.81E+17,9.78E+17
1.24E+18,2800000000
1.23E+18,1.13E+18
3236790704,1.33E+18
9.78E+17,4860000000
2795633347,1640000000
1.13E+18,48000000
1.33E+18,2750000000
4863031389,8.96E+17
1640910954,52500000
48009845,1540000000
2751206161,82600000
8.96E+17,1.24E+18
52527048,7.93E+17
1535123317,71000000
82648751,414000000
1.24E+18,1.21E+18
7.93E+17,403000000
70972805,4620000000
414098866,9.33E+17
1.21E+18,715000000
402788100,1120000000
4624682543,3260000000
9.33E+17,84200000
714875010,119000000
1119424476,833000000
3258416830,2940000000
84176739,1.27E+18
118747925,1400000000
833487462,559000000
2938623477,2480000000
1.27E+18,554000000
1395116581,402000000
558807693,1.28E+18
2482374144,390000000
553951646,957000000
402055964,1.19E+18
1.28E+18,1660000000
390185665,1.32E+18
956895878,1.26E+18
1.19E+18,795000000
1658056933,1.04E+18
1.32E+18,1.32E+18
1.26E+18,4880000000
794767506,2780000000
1.04E+18,9.58E+17
1.32E+18,1.21E+18
4881616991,1.31E+18
2776959788,1.30E+18
9.58E+17,9.30E+17
1.21E+18,252000000
1.31E+18,1.27E+18
1.30E+18,9.56E+17
9.30E+17,8.85E+17
252410657,3330000000
1.27E+18,208000000
9.56E+17,1.25E+18
8.85E+17,1.28E+18
3329409983,1910000000
208236949,1.33E+18
1.25E+18,1.28E+18
1.28E+18,1.33E+18
1912808839,9.86E+17
1.33E+18,1.27E+18
1.28E+18,819000000
1.33E+18,4210000000
9.86E+17,1.18E+18
1.27E+18,423000000
819398390,1.15E+18
4209411466,950000000
1.18E+18,581000000
422688189,3340000000
1.15E+18,9.46E+17
949630627,1.01E+18
581023919,4380000000
3344691073,54100000
9.46E+17,3040000000
1.01E+18,1.19E+18
4380296176,3050000000
54137507,2730000000
3042242050,1.22E+18
1.19E+18,542000000
3049201457,1.32E+18
2725441350,1.15E+18
1.22E+18,9.39E+17
541630793,1.28E+18
1.32E+18,2460000000
1.15E+18,614000000
2384157752,2730000000
9.86E+17,47300000
3326181226,4810000000
3360000000,1.14E+18
4776897375,287000000
417000000,1670000000
2732851509,9.19E+17
47300000,494000000
4811317993,7.67E+17
1.14E+18,1.31E+18
286584440,399000000
1670000000,4220000000
9.19E+17,53100000
494000000,1.30E+18
7.67E+17,3370000000
1.31E+18,93100000
398779496,1.31E+18
4220000000,1.01E+18
53072539,1.28E+18
1.30E+18,8.96E+17
3370480179,1.07E+18
93100000,2380000000
1.31E+18,1.04E+18
1.01E+18,284000000
1.28E+18,771000000
8.96E+17,149000000
1.07E+18,1.29E+18
2380000000,49700000
1.04E+18,115000000
284000000,721000000
771332107,1290000000
149000000,2230000000
1.29E+18,1.21E+18
49700000,1.06E+18
115334075,1160000000
721000000,1.32E+18
1289447864,1.33E+18
2230000000,8.06E+17
1.21E+18,285000000
1.06E+18,3040000000
1158333518,466000000
1.32E+18,132000000
1.33E+18,2360000000
8.06E+17,233000000
285231596,1.19E+18
3040000000,7.27E+17
465521679,2870000000
132000000,7.16E+17
2355120648,1.33E+18
233000000,3090000000
1.19E+18,1.27E+18
7.27E+17,3070000000
2871991354,7.31E+17
7.16E+17,3340000000
1.33E+18,7.56E+17
3090000000,1.17E+18
1.27E+18,1.13E+18
3070000000,1.17E+18
7.31E+17,251000000
3340000000,3080000000
7.56E+17,4130000000
1.17E+18,1.07E+18
1.13E+18,1.27E+18
1.17E+18,3060000000
250665788,8.95E+17
3080000000,1.32E+18
4127584752,633000000
1.07E+18,1.31E+18
1.27E+18,1.29E+18
3060000000,1.07E+18
8.95E+17,1.33E+18
1.32E+18,372000000
633135943,1.26E+18
1.31E+18,1630000000
1.29E+18,65400000
1.07E+18,9.24E+17
1.33E+18,1.33E+18
372000000,1.25E+18
1.26E+18,1.00E+18
1630000000,179000000
65354408,536000000
9.24E+17,1.10E+18
1.33E+18,1.11E+18
1.25E+18,8.78E+17
1.00E+18,7.06E+17
179000000,1.03E+18
535745009,1.05E+18
1.10E+18,1.19E+18
1.11E+18,1.27E+18
8.78E+17,9.88E+17
7.06E+17,3820000000
1.03E+18,1.06E+18
1.05E+18,150000000
1.19E+18,9.08E+17
1.27E+18,7.67E+17
9.88E+17,2580000000
3822110657,8.76E+17
1.06E+18,1.31E+18
149511843,330000000
9.08E+17,9.08E+17
7.67E+17,3110000000
2580000000,291000000
8.76E+17,1.04E+18
1.31E+18,1.09E+18
330477755,1.13E+18
9.08E+17,9.20E+17
3105556963,4870000000
291000000,1.25E+18
1.04E+18,1.16E+18
1.09E+18,37500000
1.13E+18,3030000000
9.20E+17,9.77E+17
4867287309,529000000
1.25E+18,1.30E+18
1.16E+18,2270000000
37500000,1.23E+18
3031151546,8.58E+17
9.77E+17,3840000000
528766381,9.90E+17
1.30E+18,1.15E+18
2274275063,518000000
1.23E+18,7.78E+17
8.58E+17,165000000
3840000000,8.95E+17
9.90E+17,198000000
1.15E+18,1.31E+18
518357214,24100000
7.78E+17,1.11E+18
164519895,1.17E+18
8.95E+17,1.29E+18
197640962,2250000000
1.31E+18,4870000000
24093249,1.23E+18
1.11E+18,1.28E+18
1.17E+18,1930000000
1.29E+18,2850000000
2246236177,7.25E+17
4870000000,1070000000
1.23E+18,8.77E+17
1.28E+18,1020000000
1933729152,3280000000
2850000000,1.06E+18
7.25E+17,9.55E+17
1070000000,1.18E+18
8.77E+17,2580000000
1020000000,1.30E+18
3279858643,333000000
1.06E+18,9.04E+17
9.55E+17,1.06E+18
1.18E+18,3020000000
2577200227,1.27E+18
1.30E+18,1.13E+18
333203167,1.19E+18
9.04E+17,1360000000
1.06E+18,1.19E+18
3020000000,1.33E+18
1.27E+18,1.17E+18
1.13E+18,106000000
1.19E+18,1.13E+18
1360000000,1.13E+18
1.19E+18,2180000000
1.33E+18,2960000000
1.17E+18,939000000
106000000,978000000
1.13E+18,1170000000
1.13E+18,243000000
2182158463,3330000000
2960000000,1030000000
939224947,855000000
978000000,3770000000
1171455030,153000000
243000000,8.87E+17
3334847908,1.27E+18
1030000000,3300000000
854985548,1.21E+18
3770000000,1.20E+18
152766889,1.19E+18
8.87E+17,1.18E+18
1.27E+18,32700000
3300000000,1.23E+18
1.21E+18,1.32E+18
1.20E+18,1.08E+18
1.19E+18,764000000
1.18E+18,1.33E+18
32670485,1.18E+18
1.23E+18,267000000
1.32E+18,242000000
1.08E+18,8.66E+17
763801604,1.20E+18
1.33E+18,1.00E+18
1.18E+18,2530000000
267000000,1.31E+18
241694831,9.43E+17
8.66E+17,3600000000
1.20E+18,1.33E+18
1.00E+18,1540000000
2533993603,159000000
1.31E+18,1000000000
9.43E+17,1.30E+18
3600000000,4830000000
1.33E+18,1.32E+18
1540000000,95400000
158930282,1.33E+18
1000000000,1.03E+18
1.30E+18,2980000000
4830000000,9.09E+17
1.32E+18,230000000
95400000,236000000
1.33E+18,7.59E+17
1.03E+18,1.33E+18
2983201993,1.31E+18
9.09E+17,856000000
229664970,1660000000
236000000,1.18E+18
7.59E+17,9.01E+17
1.33E+18,81700000
1.31E+18,18200000
856000000,1.13E+18
1659410040,1.33E+18
1.18E+18,1.20E+18
9.01E+17,3160000000
81700000,1640000000
18158087,2840000000
1.13E+18,4280000000
1.33E+18,2460000000
1.20E+18,128000000
3163236750,258000000
1640000000,1.22E+18
2842507885,3280000000
4280000000,3120000000
2455781876,1.33E+18
128000000,9.35E+17
258238151,1.32E+18
1.22E+18,1.28E+18
3279405948,1.03E+18
3120000000,1.00E+18
1.33E+18,1680000000
9.35E+17,1.15E+18
1.32E+18,8.31E+17
1.28E+18,7.81E+17
1.03E+18,1.32E+18
1.00E+18,2580000000
1682496764,1450000000
1.15E+18,9.76E+17
8.31E+17,4890000000
7.81E+17,1.33E+18
1.32E+18,1500000000
2580000000,96700000
1448899764,7.32E+17
9.76E+17,1010000000
4886787783,110000000
1.33E+18,200000000
1495502924,1.01E+18
96700000,27400000
7.32E+17,1570000000
1010000000,8.95E+17
110201200,336000000
200000000,147000000
1.01E+18,56000000
27400000,18200000
1573692625,1.06E+18
8.95E+17,1.05E+18
335865345,2740000000
147000000,2180000000
56008081,7.65E+17
18200000,27200000
1.06E+18,1.07E+18
1.05E+18,9.73E+17
2740851099,2600000000
2180000000,4860000000
7.65E+17,235000000
27200000,1.05E+18
1.07E+18,9.48E+17
9.73E+17,111000000
2600630148,434000000
4860000000,1.31E+18
234519861,74300000
1.05E+18,2200000000
9.48E+17,7.76E+17
111000000,1.12E+18
433697321,1.33E+18
1.31E+18,2870000000
74325773,597000000
2200000000,1.28E+18
7.76E+17,19500000
1.12E+18,1.01E+18
1.33E+18,1100000000
2870000000,4810000000
597434345,2780000000
1.28E+18,1.23E+18
19473526,3330000000
1.01E+18,9.95E+17
1103964883,7.42E+17
4810000000,1350000000
2780993173,757000000
1.23E+18,7.41E+17
3333180814,2950000000
9.95E+17,2610000000
7.42E+17,361000000
1350000000,1.09E+18
756950222,152000000
7.41E+17,8.04E+17
2954511282,1.13E+18
2610000000,1.01E+18
360766524,1.29E+18
1.09E+18,1.32E+18
151895642,1.02E+18
8.04E+17,895000000
1.13E+18,106000000
1.01E+18,1.14E+18
1.29E+18,8.10E+17
1.32E+18,1.27E+18
1.02E+18,2230000000
895000000,1.15E+18
105503407,8.07E+17
1.14E+18,600000000
8.10E+17,2150000000
1.27E+18,1.24E+18
2226625076,78400000
1.15E+18,46500000
8.07E+17,7.49E+17
600000000,2210000000
2154705692,1590000000
1.24E+18,7.06E+17
78410075,1.30E+18
46500000,446000000
7.49E+17,9.72E+17
2210000000,1.32E+18
1594075051,1.17E+18
7.06E+17,1.29E+18
1.30E+18,2620000000
446000000,1.25E+18
9.72E+17,1.10E+18
1.32E+18,126000000
1.17E+18,879000000
1.29E+18,269000000
2617375850,1.23E+18
1.25E+18,1.25E+18
1.10E+18,9.53E+17
126000000,3430000000
878649780,3020000000
269000000,42300000
1.23E+18,1.33E+18
1.25E+18,3240000000
9.53E+17,1.33E+18
3430000000,1340000000
3022513187,96000000
42300000,4840000000
1.33E+18,8.27E+17
3240000000,3040000000
1.33E+18,1.10E+18
1340000000,7.08E+17
95968302,353000000
4840000000,1.28E+18
8.27E+17,1910000000
3040000000,1.28E+18
1.10E+18,1.31E+18
7.08E+17,7.52E+17
353074890,7.57E+17
1.28E+18,1.29E+18
1905109700,2940000000
1.28E+18,7.95E+17
1.31E+18,1610000000
7.52E+17,1.32E+18
7.57E+17,1.31E+18
1.29E+18,9.15E+17
2936093083,1.27E+18
7.95E+17,8.27E+17
1610741209,1.31E+18
1.32E+18,912000000
1.31E+18,8.22E+17
9.15E+17,715000000
1.27E+18,3100000000
8.27E+17,1.24E+18
1.31E+18,76400000
912000000,2350000000
8.22E+17,1.21E+18
715000000,9.54E+17
3100561185,9.94E+17
1.24E+18,1.18E+18
76355191,1.26E+18
2350000000,1.10E+18
1.21E+18,16600000
9.54E+17,9.53E+17
9.94E+17,3100000000
1.18E+18,1.14E+18
1.26E+18,2210000000
1.10E+18,9.52E+17
16587350,4190000000
9.53E+17,190000000
3099306533,270000000
1.14E+18,3310000000
2213904090,7.76E+17
9.52E+17,187000000
4193196257,2890000000
190000000,175000000
270466114,7.61E+17
3310000000,1.33E+18
7.76E+17,392000000
187000000,1.10E+18
2891214350,1.17E+18
175000000,445000000
7.61E+17,1.30E+18
1.33E+18,108000000
392448730,1.06E+18
1.10E+18,1.33E+18
1.17E+18,1.22E+18
445000000,294000000
1.30E+18,7.98E+17
108000000,1.32E+18
1.06E+18,369000000
1.33E+18,2570000000
1.22E+18,9.42E+17
294000000,1.02E+18
7.98E+17,8.99E+17
1.32E+18,721000000
369487343,508000000
2570000000,1.31E+18
9.42E+17,7.52E+17
1.02E+18,1.04E+18
8.99E+17,34900000
721000000,9.58E+17
508029458,2720000000
1.31E+18,9.84E+17
7.52E+17,1.23E+18
1.04E+18,3180000000
34947691,1.33E+18
9.58E+17,313000000
2717211910,2170000000
9.84E+17,3270000000
1.23E+18,1.11E+18
3180000000,1.03E+18
1.33E+18,576000000
313000000,8.14E+17
2173963963,9.88E+17
3270000000,3050000000
1.11E+18,1.15E+18
1.03E+18,9.69E+17
576499876,7.68E+17
8.14E+17,1.27E+18
9.88E+17,7.66E+17
3050000000,3340000000
1.15E+18,1900000000
9.69E+17,1.32E+18
7.68E+17,301000000
1.27E+18,2940000000
7.66E+17,1.02E+18
3340000000,1.19E+18
1898246178,400000000
1.32E+18,1.04E+18
300907639,7.85E+17
2940000000,38000000
1.02E+18,8.86E+17
1.19E+18,302000000
399570276,89900000
1.04E+18,8.54E+17
7.85E+17,1.07E+18
38000000,3230000000
8.86E+17,1.24E+18
302000000,3890000000
89907746,2880000000
8.54E+17,817000000
1.07E+18,3380000000
3230000000,2270000000
1.24E+18,2340000000
3890000000,2980000000
2878229774,2740000000
817000000,1.04E+18
3375928887,1.33E+18
2270000000,1.32E+18
2342190877,3960000000
2980000000,399000000
2735298028,21400000
1.04E+18,592000000
1.33E+18,389000000
1.32E+18,1.13E+18
3956429362,9.38E+17
399000000,2920000000
21389283,135000000
592000000,123000000
389000180,1.26E+18
1.13E+18,3780000000
9.38E+17,1.20E+18
2920000000,124000000
134709087,1.18E+18
123000000,130000000
1.26E+18,1.17E+18
3780000000,9.89E+17
1.20E+18,1.27E+18
124000000,207000000
1.18E+18,3230000000
130000000,1.01E+18
1.17E+18,1.12E+18
9.89E+17,2500000000
1.27E+18,1.05E+18
207000000,2620000000
3231655058,457000000
1.01E+18,1.27E+18
1.12E+18,2170000000
2500000000,1.21E+18
1.05E+18,8.23E+17
2620000000,1660000000
456907408,337000000
1.27E+18,550000000
2172023006,1.24E+18
1.21E+18,2500000000
8.23E+17,1.33E+18
1660000000,1.20E+18
337141977,9.92E+17
550000000,46400000
1.24E+18,1.15E+18
2500000000,8.17E+17
1.33E+18,119000000
1.20E+18,353000000
9.92E+17,255000000
46400000,222000000
1.15E+18,222000000
8.17E+17,321000000
118676618,1.12E+18
353000000,397000000
255232309,2730000000
222000000,1.29E+18
221626338,1.12E+18
321000000,1.02E+18
1.12E+18,7.44E+17
397000000,150000000
2729938969,35500000
1.29E+18,1.26E+18
1.12E+18,186000000
1.02E+18,9.95E+17
7.44E+17,921000000
150000000,9.07E+17
35480857,3000000000
1.26E+18,187000000
185995946,155000000
9.95E+17,1.23E+18
920545122,1.10E+18
9.07E+17,9.78E+17
3000985198,357000000
187000000,2390000000
155081043,367000000
1.23E+18,392000000
1.10E+18,3240000000
9.78E+17,1.19E+18
356684409,1.10E+18
2390000000,730000000
367148460,906000000
392000000,584000000
3240704008,9.64E+17
1.19E+18,3640000000
1.10E+18,3180000000
730000000,1.29E+18
906307286,1.31E+18
584000000,2320000000
9.64E+17,1.29E+18
3640000000,7.18E+17
3182868101,3150000000
1.29E+18,1.19E+18
1.31E+18,8.35E+17
2320000000,592000000
1.29E+18,9.11E+17
7.18E+17,1.04E+18
3146436817,1.10E+18
1.19E+18,2720000000
8.35E+17,1680000000
592000000,61700000
9.11E+17,2390000000
1.04E+18,1.19E+18
1.10E+18,20100000
2720000000,1340000000
1679910595,1.19E+18
61700000,1.22E+18
2385709534,1.22E+18
1.19E+18,7.18E+17
20125438,261000000
1340000000,537000000
1.19E+18,1.29E+18
1.22E+18,1.31E+18
1.22E+18,23400000
7.18E+17,1170000000
260716166,495000000
537000000,1.30E+18
1.29E+18,8.50E+17
1.31E+18,8.48E+17
23363470,1.14E+18
1170000000,2840000000
494986583,1.32E+18
1.30E+18,1.12E+18
8.50E+17,2430000000
8.48E+17,7.78E+17
1.14E+18,56900000
2840000000,1.29E+18
1.32E+18,47900000
1.12E+18,8.03E+17
2429482727,183000000
7.78E+17,9.40E+17
56874600,372000000
1.29E+18,1.29E+18
47920846,1.31E+18
8.03E+17,13100000
182707532,34900000
9.40E+17,1.21E+18
372220402,1.07E+18
1.29E+18,1.22E+18
1.31E+18,1.15E+18
13100000,1.30E+18
34948888,1150000000
1.21E+18,1.28E+18
1.07E+18,4830000000
1.22E+18,2220000000
1.15E+18,94300000
1.30E+18,2430000000
1151504646,3230000000
1.28E+18,273000000
4830331266,7.71E+17
2220000000,8.56E+17
94307636,267000000
2430000000,1.33E+18
3230860169,383000000
273000000,1.33E+18
7.71E+17,7.65E+17
8.56E+17,1.09E+18
266739563,180000000
1.33E+18,7.48E+17
382739566,2250000000
1.33E+18,198000000
7.65E+17,3770000000
1.09E+18,93000000
180498723,8.94E+17
7.48E+17,1.04E+18
2253382320,1.33E+18
198000000,1.30E+18
3771643817,317000000
93000000,1.26E+18
8.94E+17,1.27E+18
1.04E+18,1.27E+18
1.33E+18,7.87E+17
1.30E+18,1.21E+18
316981020,164000000
1.26E+18,9.94E+17
1.27E+18,9.23E+17
1.27E+18,1.25E+18
7.87E+17,1850000000
1.21E+18,1.08E+18
163928198,1.07E+18
9.94E+17,9.42E+17
9.23E+17,218000000
1.25E+18,2580000000
1850233554,7.91E+17
1.08E+18,1.06E+18
